구매id,리뷰날짜,구매옵션,리뷰내용,리뷰점수,수량
dada****,2025-09-16T04:11:04.749+00:00,발송일 선택 (당일조리): 9월 12일 금요일 발송,구매했던 다른 상품보다 덜 자극적이고 안짜서 너무 좋았어요,5,1
wlsd*****,2025-09-11T01:40:23.871+00:00,발송일 선택 (당일조리): 9월 9일 화요일 발송,잘 도 착 햇 습 ㄴ,4,1
tnsa*****,2025-09-09T01:18:18.750+00:00,발송일 선택 (당일조리): 9월 5일 금요일 발송,잘먹고 있습니다~ 항상 다른 반찬으로 주셔서 감사합니다 ~잘먹겠습니다~,5,1
rkfk*****,2025-07-31T10:34:54.692+00:00,발송일 선택 (당일조리): 7월 30일 수요일 발송,"언니 추천으로 유아식 반찬 주문했어요.
오ㅏ...
이렇게 인기많은 줄 몰랐어요 ㅋ
오늘 오전11시쯤 택배가 도착되었는데 회사에 있어서 퇴근후 6시쯤 오픈해봤거든요?!
아이스팩이 많고 다 녹지도 않고 시원하게 잘 보관되서 와있더라고요 ㅋㅋ
하루 더 놔둬도 될 정도로 택배상태 최상!
맛 봤는데 이거 맛있네요!!",5,1
qkqj******,2025-09-02T00:25:54.346+00:00,발송일 선택 (당일조리): 8월 29일 금요일 발송,양도푸짐하고 좋아요ㅎ,5,1
ky10****,2025-09-19T03:46:27.100+00:00,발송일 선택 (당일조리): 9월 2일 화요일 발송,아이가 잘먹어서 너무 만족합니다,5,1
ddor****,2025-09-13T02:24:29.678+00:00,발송일 선택 (당일조리): 9월 12일 금요일 발송,재재구매입니다. ㆍ내용물도 알차고 고기도듬뿍 넘좋아요,5,1
somi*****,2025-08-24T09:39:44.159+00:00,발송일 선택 (당일조리): 8월 22일 금요일 발송,"반찬양도 넉넉하고 맛있는
종류 여러가지 와서 아기
먹이기 좋앙ㅎ",5,1
rac6***,2025-09-20T01:10:53.169+00:00,발송일 선택 (당일조리): 9월 5일 금요일 발송,가끔씩 구매하기 좋아요,5,1
dama****,2025-08-26T12:58:08.916+00:00,발송일 선택 (당일조리): 8월 19일 화요일 발송,"또 시켰어요
매주구매예정입니다",5,1
m021***,2025-08-13T06:27:42.916+00:00,발송일 선택 (당일조리): 7월 25일 금요일 발송,"둘째 태어난 이후 큰아이 밥을 챙겨주기 쉽지않아 주문하게 되었는데 아이가 너무 잘먹어서 다음에 또 이용예정이에요~
제가 한거랑 같이 줬는데 제가 해준거보다 더 잘먹더라구요~",5,1
ms0_***,2025-09-20T02:13:44.613+00:00,발송일 선택 (당일조리): 8월 22일 금요일 발송,새로운 반찬 먹일 수 있어서 좋네요,5,1
wldl*****,2025-09-19T01:21:32.237+00:00,발송일 선택 (당일조리): 9월 17일 수요일 발송,아기가 잘 먹고 편리합니다.,5,1
wjdt******,2025-09-06T03:39:39.037+00:00,발송일 선택 (당일조리): 8월 29일 금요일 발송,금욜시키면 토요날 바로와요 ㅎㅎ엄청빨리와요 맛도 최고에요,5,1
love******,2025-09-18T14:45:56.546+00:00,발송일 선택 (당일조리): 9월 16일 화요일 발송,항상 만족하며 먹고 있어요~~,5,1
jhki*******,2025-09-13T11:32:49.581+00:00,발송일 선택 (당일조리): 9월 12일 금요일 발송,처음 시켜봤는데 맛이 괜찮아요,5,1
wlsd*****,2025-09-03T19:28:31.320+00:00,발송일 선택 (당일조리): 9월 2일 화요일 발송,잘 고 착 햣 습 ㅋ,4,1
no****,2025-09-12T00:24:40.435+00:00,발송일 선택 (당일조리): 8월 20일 수요일 발송,포장꼼꼼히 와서 좋아요,5,1
giri****,2025-09-03T04:42:49.292+00:00,발송일 선택 (당일조리): 8월 19일 화요일 발송,10번이상 시킴 ㅎㅎ 조하요,5,1
wlgu*****,2025-09-07T03:54:58.348+00:00,발송일 선택 (당일조리): 8월 8일 금요일 발송,맛은있는데 우리 애기가 문제네여&hellip;.ㅠㅠ 잘먹었습니당,5,1
seoy*******,2025-08-09T12:08:02.755+00:00,발송일 선택 (당일조리): 8월 8일 금요일 발송,처음 주문해보았습니다. 포장도 꼼꼼하고 양도 넉넉해서 자주 구매하려구요👍🏻👍🏻,5,1
pean****,2025-09-08T12:39:35.601+00:00,발송일 선택 (당일조리): 8월 20일 수요일 발송,아기가 잘먹어요! 간도 괜찮고 맛있습니다,5,1
sun_*****,2025-09-14T00:17:05.780+00:00,발송일 선택 (당일조리): 9월 12일 금요일 발송,난류 있는데 조정해주시고 좋아요,5,1
hsk8*****,2025-08-20T09:14:40.395+00:00,발송일 선택 (당일조리): 8월 19일 화요일 발송,"두그릇째 먹네요
밥안먹는 애인줄 알고 있었는데....",5,1
qkqj******,2025-08-22T00:58:13.029+00:00,발송일 선택 (당일조리): 8월 19일 화요일 발송,깔끔하고 양도 많아서 좋았어요,5,1
hali*****,2025-08-23T09:20:30.678+00:00,발송일 선택 (당일조리): 8월 19일 화요일 발송,두번째 구매. 아주 잘 먹습니다.,5,1
audg******,2025-08-23T09:09:33.622+00:00,발송일 선택 (당일조리): 8월 20일 수요일 발송,맛도 괜찮고 고기도 많아서 자주 주문해요,5,1
anyu****,2025-09-18T12:12:05.253+00:00,발송일 선택 (당일조리): 9월 2일 화요일 발송,자주시켜먹고있어여 ㅎㅎ,5,1
soyu*****,2025-08-07T10:28:27.899+00:00,발송일 선택 (당일조리): 8월 6일 수요일 발송,첫 구매인데 간도 적당하고 집에서 만든 맛이어서 만족스러워요,5,1
ww****,2025-08-28T12:40:10.434+00:00,발송일 선택 (당일조리): 8월 27일 수요일 발송,잘 받았습니다~~ㅎ,5,1
ey****,2025-09-07T06:35:58.711+00:00,발송일 선택 (당일조리): 8월 1일 금요일 발송,"첨시켰는데 아기가 잘먹어요
좋아요",5,1
kh_r*****,2025-07-31T03:32:09.173+00:00,발송일 선택 (당일조리): 7월 29일 화요일 발송,설명서까지 친절하고 좋아요 반찬 다양하게 먹을수있어서 좋고 당연히 맛있어요,5,1
dmsw******,2025-09-17T12:18:43.491+00:00,발송일 선택 (당일조리): 9월 5일 금요일 발송,아이 잘 먹일게요!,5,1
wlsd*****,2025-08-31T09:53:24.770+00:00,발송일 선택 (당일조리): 8월 27일 수요일 발송,잘 도 착 햇 습 ㄴ,4,1
0106*******,2025-08-09T10:08:31.262+00:00,발송일 선택 (당일조리): 8월 8일 금요일 발송,"이렇게 편한걸 ㅠㅠ 이제야 도전했네요 ㅠㅠ 
깔끔하고 제가 먹어도 맛있어요",5,1
wntj*****,2025-09-16T02:21:11.736+00:00,발송일 선택 (당일조리): 9월 12일 금요일 발송,나므너므너므좋아욯ㅎ,5,1
love*******,2025-07-10T14:03:21.778+00:00,발송일 선택 (당일조리): 7월 8일 화요일 발송,4주 연속 매주 시키고 있어요! 푸드*어 반찬 정기적으로 먹이다가 메뉴가 너무 겹쳐서 아기가 질리는건 아닐까 싶어서 주문했는데 처음에는 입자감 때문인지 잘 안먹어서 재주문 고민했었습니다만 적응하여 잘 먹어서 재주문 하고 있어요! 음식을 잘 씹지 않는 아이라 입자감이 큰 고기류는 가위로 더 잘라서 주고 있어유~,5,1
he****,2025-08-21T10:36:43.793+00:00,발송일 선택 (당일조리): 8월 8일 금요일 발송,처음으로 아이반찬주문했는데 아이가 잘 먹어요,5,1
qksw******,2025-07-10T12:51:01.291+00:00,발송일 선택 (당일조리): 7월 8일 화요일 발송,"저는 파는거 못믿어서 34개월동안 집밥으로 먹였던 엄만데 둘째가 나오고나선 도저히 음식할시간도, 장볼시간도 너무안나서 진짜 찾을수있는 브랜드 다 찾아보다 주문했는데 진짜 거짓말 안하고 너무너무 만족스러워요! 음식도 정갈하고 솔직히 성인인 제가 먹어도 너무 맛있어요!!!! 안그래도 남편이랑 둘다 애기거 먹어보고 이정도면 우리도 먹자 싶어서 추가로 정기배송했어요 ㅎㅎ 진짜 음식에 정성이들어간게 느껴져요!!! 아마도 사장님내외분들께서 자녀분들에게 먹이는 마음으로 음식을 만드시는게 느껴져요 ㅎㅎㅎ 과장아니고 진짜 너무 신세계였어요!  꼭꼭 정기배송 꾸준히 할게요!!!! 혹시나 저처럼 못믿어워서 못시키고 계시더나.고민중이신분이 계시다면 절대 후회안하실거에요 ㅎ 저희애기 34개월이 11키론데(엄청 안먹는애) 반찬먹였더니 더달라며 진짜 잘먹네요 ㅠ감사합니다 ㅠㅠ",5,1
sun_*****,2025-08-19T02:16:43.715+00:00,발송일 선택 (당일조리): 8월 8일 금요일 발송,항상 잘 시켜먹어요 맛있어요,5,1
kmom****,2025-09-09T02:00:02.109+00:00,발송일 선택 (당일조리): 9월 3일 수요일 발송,배송빠르고 아이가 잘먹어요,5,2
ttka****,2025-09-10T01:00:07.180+00:00,발송일 선택 (당일조리): 9월 5일 금요일 발송,늘 믿고 구매하고 있어요,5,1
nim1***,2025-08-29T23:53:25.882+00:00,발송일 선택 (당일조리): 7월 29일 화요일 발송,항상 넘나 힘이되는 그대로 먹여도 좋고 간이 많이 안되어있어서 아이입맛에 맞게 맞춰 먹을수 있어서 좋아오,5,1
no98******,2025-09-05T03:11:42.710+00:00,발송일 선택 (당일조리): 8월 8일 금요일 발송,좋아요좋아요좋아요좋아요,5,1
latt*****,2025-08-12T12:47:50.453+00:00,발송일 선택 (당일조리): 8월 8일 금요일 발송,처음 구매했는데 아기가 잘 먹네요~ 종류더 다양했음 좋겠어요,5,1
miff******,2025-09-03T17:50:18.605+00:00,발송일 선택 (당일조리): 7월 18일 금요일 발송,"애기가 잘 먹어서 좋고 메뉴 구성도 다양하니 
양도 엄청 많아요",5,2
miff******,2025-09-03T17:48:33.658+00:00,발송일 선택 (당일조리): 7월 25일 금요일 발송,"애기가 잘 먹어서 좋고 메뉴 구성도 다양하니 
양도 엄청 많아요",5,1
miff******,2025-09-03T17:47:04.770+00:00,발송일 선택 (당일조리): 8월 1일 금요일 발송,"애기가 잘 먹어서 좋고 메뉴 구성도 다양하니 
양도 엄청 많아요.",5,1
gyan***,2025-07-27T06:03:45.220+00:00,발송일 선택 (당일조리): 7월 25일 금요일 발송,"빠른배송감사합니다

니모 어묵국이랑 짜장을잘먹어요! 워낙안먹는아기라 다잘안먹지만 그래도 몇가지는 먹어줘서 다행이에요ㅜㅜ",5,1
ina0***,2025-08-27T14:33:36.327+00:00,발송일 선택 (당일조리): 7월 1일 화요일 발송,"생각보다 맛이 강하고 
이런저런 양념에 (굴소스등) 맛살같은 것도 들어가서 완전 천연을 기대하긴 힘든듯요",4,1
ttka****,2025-09-10T00:59:08.301+00:00,발송일 선택 (당일조리): 8월 22일 금요일 발송,늘 믿고 주문합니다,5,1
dlal*******,2025-09-14T05:22:04.962+00:00,발송일 선택 (당일조리): 9월 12일 금요일 발송,맛잇어요~&bull; 간편해요,5,1
2462***,2025-09-08T06:37:18.786+00:00,발송일 선택 (당일조리): 8월 19일 화요일 발송,메뉴가 다양해서 좋아요,5,4
sori****,2025-08-05T02:42:32.340+00:00,발송일 선택 (당일조리): 8월 1일 금요일 발송,아기 반찬이 너무 고민되서 이것저것 주문해봣는데 후기도 좋고 종류도 많아서 주문했는데 아기가 잘 먹어서 자주 이용할거같아옹!!!,5,1
wjdt******,2025-09-06T03:41:45.696+00:00,발송일 선택 (당일조리): 8월 22일 금요일 발송,아기가 잘먹어서 주문하고 있어요 없어지면 안되요 ㅎㅎ,5,1
kims*****,2025-08-25T02:38:25.681+00:00,발송일 선택 (당일조리): 8월 22일 금요일 발송,"재료나 포장이나 전부괸찬은거같아요
다만 거의간이없다~~싶을정도라 
소금맛을본아기들은 참고하시는게조을거같아요 ^^",4,1
rain********,2025-08-03T13:27:08.165+00:00,발송일 선택 (당일조리): 8월 1일 금요일 발송,워낙.안먹는아기라 다른반찬집꺼는 안먹는데 여기껀 한두가지 먹어주었어요ㅜㅜ계속도전해보려구용,5,1
soko******,2025-08-21T06:02:36.588+00:00,발송일 선택 (당일조리): 8월 19일 화요일 발송,다양하고 4~5끼는 먹겠어요,5,1
supe******,2025-08-28T03:49:14.510+00:00,발송일 선택 (당일조리): 8월 19일 화요일 발송,아기가어려서 잘안먹네요 가족들이잘먹고있어요,5,1
jhoo*****,2025-09-09T11:45:34.204+00:00,발송일 선택 (당일조리): 8월 20일 수요일 발송,매우빠른배송감사감사!,5,1
zini****,2025-08-22T14:36:28.461+00:00,발송일 선택 (당일조리): 8월 19일 화요일 발송,"오..인터넷으로 식품 주문해서 성공한적 없는데 하도 후기가 좋아 주문했는데 완전 성공적이에요 ㅋㅋㅋ저도 여기
계속 주문할거 같아요!!",5,1
moon*******,2025-09-06T00:50:49.484+00:00,발송일 선택 (당일조리): 9월 2일 화요일 발송,항상 만족하는 반찬입니다^^,5,1
bosi***,2025-08-18T09:33:59.090+00:00,발송일 선택 (당일조리): 7월 25일 금요일 발송,아주 잘 사용하고 있어요,5,1
vldd******,2025-08-03T09:40:35.957+00:00,발송일 선택 (당일조리): 7월 29일 화요일 발송,"잘먹는건 잘먹고 안먹는건 안먹지만 구성은 다양하고 국,덮밥,반찬 등 다양한 형태로 되어있어서 때에 따라 다르게 먹이기 좋네요",4,1
qkqh****,2025-08-25T17:12:45.686+00:00,발송일 선택 (당일조리): 8월 20일 수요일 발송,"또 주문했어여~^^  
밥 하시 싫은 날 아주 편하게 먹이고 있습니다 /^^",5,1
redc*******,2025-08-09T02:31:11.389+00:00,발송일 선택 (당일조리): 8월 5일 화요일 발송,"아기가 잘 먹어요
어른입에도 맛있네요 ㅎㅎ",5,1
moon****,2025-09-09T22:14:59.387+00:00,발송일 선택 (당일조리): 9월 3일 수요일 발송,아기가 잘 먹어요!!0,5,1
love*******,2025-07-02T09:45:08.570+00:00,발송일 선택 (당일조리): 7월 1일 화요일 발송,22개월9.5kg 진짜 잘 안먹는 아기라 첫주문때도 안먹는가 했는데 몇번 주니까 적응하더니 잘먹어서 3번째 주문이에요! 잘먹어줘서 너무 다행이에유🥹 근데 7월 첫째주 메뉴 중 수박 동치미는... 무가 너무 매워요ㅠㅠ 여름 무라 그런지 성인인 제가 먹어도 맵습니다ㅠ,5,1
mjki*******,2025-07-23T00:34:37.302+00:00,발송일 선택 (당일조리): 7월 16일 수요일 발송,"워킹맘에게 최고의 선택이었어요.
재료 구성 좋고 양두 많아서 어른은 더 간해서 같이 먹어요.
오래오래 사업 번창하셨음 좋겠어요.",5,1
kimy******,2025-07-27T16:50:04.093+00:00,발송일 선택 (당일조리): 7월 25일 금요일 발송,얼음팩도완전 빵빵 첫구매만족해여!다양하게중수잇을거같아 조아요,5,1
kym1*****,2025-08-02T13:38:21.781+00:00,발송일 선택 (당일조리): 8월 1일 금요일 발송,"지난번에 구매했다가 맛도 있고 
아이들이 좋아해서  재구매했어요",5,1
wlsd*****,2025-08-24T02:31:45.150+00:00,발송일 선택 (당일조리): 8월 22일 금요일 발송,잘 도 착 햇 습 ㄴ ㅣ,4,1
qkqh****,2025-08-25T17:22:34.871+00:00,발송일 선택 (당일조리): 8월 6일 수요일 발송,"종류도 다양하고 양도 많네요~  
아이에게 편하게 주고 있습니다 ^^",5,1
xvo_***,2025-06-19T09:46:24.198+00:00,발송일 선택 (당일조리): 6월 3일 화요일 발송,"리뷰 바쁘고 귀찮아서 잘 안쓰는 편인데요.
 진짜 정성이 들어간 반찬들이에요. 간도 심심한 편이라 마음에 들어요. 
복직전까지 하루 네끼 챙겨주다가 
복직하고 여기저기서 배송 받아 먹어봤는데
반찬 퀄리티로는 여기가 탑입니다.
특히 봉지에 담겨오는 반찬들은 거르시길&hellip;.

간이 심심해서 아이가 모든 반찬을 잘 먹는건 아니지만
꾸준히 골고루 먹여보려고 정기배송 주2회 결제했어요.
전에 시켜먹던 곳도 괜찮았는데 지금은 없어졌거든요 ㅠ 그래서 여기 시켜봤던 건데 진짜 기대 이상이에요. 여기는 흥해서 오래오래 주문할 수 있길 바래요.
번창하세요!!",5,1
ksto****,2025-08-13T10:49:28.803+00:00,발송일 선택 (당일조리): 8월 5일 화요일 발송,아기가 유일하게 먹는 집,5,1
ahd5***,2025-07-02T03:50:20.023+00:00,발송일 선택 (당일조리): 7월 1일 화요일 발송,"배송도 다음날 오고, 안전하고 
신선하게 잘 도착했어요~!! 
양도 많고 맛도 보니 자극적이지 않고
맛있어요! 아이도 잘 먹었으면 좋겠어요! 
앞으로 정기배송으로 주문해 보려고요~
주변 지인들 한테도 추천할 정도로 만족이에요!",5,1
audg******,2025-07-30T07:46:28.168+00:00,발송일 선택 (당일조리): 7월 29일 화요일 발송,한번 주문해서 먹고 반찬도 정성도 느껴져요 아기가 밥테기가 와서 빨리 극복하고싶네요!,5,1
ucup****,2025-08-09T23:58:09.045+00:00,발송일 선택 (당일조리): 8월 5일 화요일 발송,믿고 구매하는 아기 반찬,5,1
mera***,2025-07-24T00:28:17.553+00:00,발송일 선택 (당일조리): 7월 22일 화요일 발송,반찬 퀄리티가 너무 좋아요 아이반찬 늘 걱정인데 이번에 아이가 잘 먹더라구요!!! 정착해야겠어요 ㅎㅎ 번창하세요,5,1
dhdl*******,2025-08-02T03:16:10.750+00:00,발송일 선택 (당일조리): 7월 29일 화요일 발송,"아이가 안좋아해요.
입맛에 안맞나봐요.",3,1
zlag****,2025-07-26T23:59:34.090+00:00,발송일 선택 (당일조리): 7월 25일 금요일 발송,정기로 주문했다가 택배사 바뀌고 오랜만에 주문했습니다. 여전히 잘먹어줘서 고맙네용:),5,1
ryeo******,2025-08-02T09:15:28.163+00:00,발송일 선택 (당일조리): 7월 29일 화요일 발송,입맛에 맞는 반찬찾기가 참 어렵네요~대체적으로 잘먹어요~^^,5,1
